Text,Character,Affiliation,Season,Episode,EpisodeName
"  It's not about justice. I told the wildlings we had over 1,000 men at Castle Black alone. Karl and the others know the truth as well as we do. How long do you think they'll keep that information to themselves when the wildlings are peeling their fingernails off? Mance has all he needs to crush us, he just doesn't know it yet. As soon as he gets his hands on them, he will. Then he'll throw his full strength at us. And even if every one of us kills 100 wildlings, there's still not a thing we can do to stop them.",JON SNOW,WALL,4,3,Breaker of Chains
" Mance Rayder is coming. If the wildlings breach the Wall, they'll roll over everything and everyone for 1,000 Miles before they reach an army that can stop them.",JON SNOW,WALL,4,3,Breaker of Chains
And the mutineers stayed?,JON SNOW,WALL,4,3,Breaker of Chains
Help him.,JON SNOW,WALL,4,3,Breaker of Chains
We need to ride north and kill them all.,JON SNOW,WALL,4,3,Breaker of Chains
" Ahem, brothers.",JON SNOW,WALL,4,4,Oathkeeper
" And I remember who came after me and brought me home. I know how hard it is, Sam, believe me. When you told me about Bran going beyond the Wall, all I could think about was getting my strength back so I could go and find him.",JON SNOW,WALL,4,4,Oathkeeper
" I'm going beyond the Wallto Craster's Keep. I'm going to capture the mutineers holed up there or kill them. I'm asking for volunteers to come with me. There's 60 miles of wilderness between here and Craster's and Mance Rayder has an army bearing down on us, but we have to do this. Our survival may depend on us getting to these mutineers before Mance does. They know the Wall. They know our defenses. If Mance learns what they know, we're lost. But if that's not enough, then consider this. If the Night's Watch are truly brothers, then Lord Commander Mormont was our father. He lived and died for the Watch and he was betrayed by his own men. Stabbed in the back by cowards. He deserved far better. All we can give him now is justice. Who will join me?",JON SNOW,WALL,4,4,Oathkeeper
" Olly, you just watch for now.",JON SNOW,WALL,4,4,Oathkeeper
" Thank you, brothers.",JON SNOW,WALL,4,4,Oathkeeper
" Thank you, Ser Alliser.",JON SNOW,WALL,4,4,Oathkeeper
" You two. Take it slow,  try and disarm each other.",JON SNOW,WALL,4,4,Oathkeeper
A lot of wildlings fight with a weapon in each hand. First thing you want to do is disarm them to try and even the odds.,JON SNOW,WALL,4,4,Oathkeeper
Bring it through! And again.,JON SNOW,WALL,4,4,Oathkeeper
Castle Black could be next.,JON SNOW,WALL,4,4,Oathkeeper
Grenn and I were helping them.,JON SNOW,WALL,4,4,Oathkeeper
Have you ever held a sword before? OLLY I was the best archer in our hamlet.,JON SNOW,WALL,4,4,Oathkeeper
How fast could they travel? A crippled boy being pulled on a sledge by a simpleton?,JON SNOW,WALL,4,4,Oathkeeper
I can't let a recruit come north of the Wall.,JON SNOW,WALL,4,4,Oathkeeper
Jon Snow.,JON SNOW,WALL,4,4,Oathkeeper
Let's see what you can do.,JON SNOW,WALL,4,4,Oathkeeper
My father was highborn. My mother wasn't.,JON SNOW,WALL,4,4,Oathkeeper
She wasn't safe here.,JON SNOW,WALL,4,4,Oathkeeper
Someone has to train them.,JON SNOW,WALL,4,4,Oathkeeper
The wildlings have joined up with Mance. Every village or sheltered place will be deserted. Except...,JON SNOW,WALL,4,4,Oathkeeper
Very nice. Good.,JON SNOW,WALL,4,4,Oathkeeper
We have orders. No one's to leave the castle.,JON SNOW,WALL,4,4,Oathkeeper
You fight well.,JON SNOW,WALL,4,4,Oathkeeper
You know how to fight. You could have gone easier on him.,JON SNOW,WALL,4,4,Oathkeeper
" I missed you, boy.",JON SNOW,WALL,4,5,First of His Name
(SIGHS) Get some rest. We move at sundown.,JON SNOW,WALL,4,5,First of His Name
Are you all right? Come with me. Come on.,JON SNOW,WALL,4,5,First of His Name
How many?,JON SNOW,WALL,4,5,First of His Name
I count 10 dead mutineers.,JON SNOW,WALL,4,5,First of His Name
It's not safe for you here on your own. Mance Rayder has an army heading this way and there's worse out there than Mance. Come with us to Castle Black. We can find you work. Keep you safe.,JON SNOW,WALL,4,5,First of His Name
We lost four brothers?,JON SNOW,WALL,4,5,First of His Name
Where in seven hells? Come here.,JON SNOW,WALL,4,5,First of His Name
Why?,JON SNOW,WALL,4,5,First of His Name
You want to stay here in Craster's Keep?,JON SNOW,WALL,4,5,First of His Name
" Come on, Ghost.",JON SNOW,WALL,4,7,Mockingbird
" Have you ever seen a giant, Ser Alliser? I have.",JON SNOW,WALL,4,7,Mockingbird
Greetings.,JON SNOW,WALL,4,7,Mockingbird
Mance's army was closing in on Craster's Keep when we left. We saw their campfires from Osric's Hill. They'll reach the Wall before the next full moon.,JON SNOW,WALL,4,7,Mockingbird
No.,JON SNOW,WALL,4,7,Mockingbird
The builders.,JON SNOW,WALL,4,7,Mockingbird
The stewards.,JON SNOW,WALL,4,7,Mockingbird
They won't stop them.,JON SNOW,WALL,4,7,Mockingbird
We need to prepare.,JON SNOW,WALL,4,7,Mockingbird
We should seal the tunnel. Plug it with rocks and ice. Flood it and let it freeze.,JON SNOW,WALL,4,7,Mockingbird
We wouldn't.,JON SNOW,WALL,4,7,Mockingbird
" If they hit Mole's Town, then we're next. Mance's army must be close.",JON SNOW,WALL,4,8,The Mountain and the Viper
" We can't go after them, you know that. That's what they want.",JON SNOW,WALL,4,8,The Mountain and the Viper
You couldn't have known.,JON SNOW,WALL,4,8,The Mountain and the Viper
" *to Grenn* The outer gate won't hold. Take five men, hold the inner gate.",JON SNOW,WALL,4,9,The Watchers on the Wall
" Aye, you should've.",JON SNOW,WALL,4,9,The Watchers on the Wall
" But if she had, you would've? You'd have broken your vows?",JON SNOW,WALL,4,9,The Watchers on the Wall
" Ed. You have The Wall. If they try the mammoths again, drop fire on them. If the climbers get too high, drop the scythe on them.",JON SNOW,WALL,4,9,The Watchers on the Wall
" Go get some sleep, Sam. I'll take this watch.",JON SNOW,WALL,4,9,The Watchers on the Wall
" Great victory? Mance was testing our defenses. He almost made it through. And he has more giants, he has more mammoths. He has a thousand times as many men. They'll hit us again tonight. Maybe we can hold them off for a day or two, but we can never beat them.",JON SNOW,WALL,4,9,The Watchers on the Wall
" It was a difficult decision either way, Ser.",JON SNOW,WALL,4,9,The Watchers on the Wall
" It's...there's this person, this whole other person. And you're wrapped up in them and they're wrapped up in you and...you...for a little...for a little while you're more than just you, you're...well I don't know, I'm not a bleedin' poet!",JON SNOW,WALL,4,9,The Watchers on the Wall
" No, shh, don't talk.",JON SNOW,WALL,4,9,The Watchers on the Wall
" There we go, boys. That's one. There's two. Come on, let's get the next lot. That's the last of the oil, Ser Alliser.",JON SNOW,WALL,4,9,The Watchers on the Wall
" They held the gate. Get some brothers down here to help you. You need to burn the bodies. Raise the outer gate, then lower it again as soon as I'm out.",JON SNOW,WALL,4,9,The Watchers on the Wall
" Those are giants riding mammoths down there. Do you think your cold, rolled steel's gonna stop them?",JON SNOW,WALL,4,9,The Watchers on the Wall
" Tormund. It's over, let it end.",JON SNOW,WALL,4,9,The Watchers on the Wall
" Who's left to give orders? The Wildling army is only an army because of Mance. He united a hundred warring tribes. Without Mance they lose their leader. They lose their purpose, they go back to fighting each other, scatter back to their home.",JON SNOW,WALL,4,9,The Watchers on the Wall
*grabs Grenn's arm* Hold the gate. If they make it through...,JON SNOW,WALL,4,9,The Watchers on the Wall
*to Sam* I don't want you out there.,JON SNOW,WALL,4,9,The Watchers on the Wall
And what did I get for it? An arrow six inches from my heart.,JON SNOW,WALL,4,9,The Watchers on the Wall
Archers! Knock your arrows! Draw! Loose!,JON SNOW,WALL,4,9,The Watchers on the Wall
Because I've made that claim.,JON SNOW,WALL,4,9,The Watchers on the Wall
For one night.,JON SNOW,WALL,4,9,The Watchers on the Wall
He'll kill me. If I don't go he'll kill me anyway. They'll kill the rest of us too.,JON SNOW,WALL,4,9,The Watchers on the Wall
I don't think Ser Alliser cares much for interpretation.,JON SNOW,WALL,4,9,The Watchers on the Wall
I need him more than I need you.,JON SNOW,WALL,4,9,The Watchers on the Wall
I promised Jeor I'd never lose it again. *he hands the sword to Sam* In case I don't come back.,JON SNOW,WALL,4,9,The Watchers on the Wall
I'm going to find Mance.,JON SNOW,WALL,4,9,The Watchers on the Wall
I'm going to try.,JON SNOW,WALL,4,9,The Watchers on the Wall
Knock! Draw! Loose!,JON SNOW,WALL,4,9,The Watchers on the Wall
Now!,JON SNOW,WALL,4,9,The Watchers on the Wall
Oil!,JON SNOW,WALL,4,9,The Watchers on the Wall
Put him in chains. We'll question him later.,JON SNOW,WALL,4,9,The Watchers on the Wall
She...she had red hair.,JON SNOW,WALL,4,9,The Watchers on the Wall
So you and Gilly never-,JON SNOW,WALL,4,9,The Watchers on the Wall
There will.,JON SNOW,WALL,4,9,The Watchers on the Wall
They won't summit before dawn.,JON SNOW,WALL,4,9,The Watchers on the Wall
Two brothers now fight with me.,JON SNOW,WALL,4,9,The Watchers on the Wall
We can't just let them attack the gate!,JON SNOW,WALL,4,9,The Watchers on the Wall
We'll go back there.,JON SNOW,WALL,4,9,The Watchers on the Wall
Well what do you want me to say?,JON SNOW,WALL,4,9,The Watchers on the Wall
What are you doing up here?,JON SNOW,WALL,4,9,The Watchers on the Wall
What?,JON SNOW,WALL,4,9,The Watchers on the Wall
Yes sir.,JON SNOW,WALL,4,9,The Watchers on the Wall
You're right. It's a bad plan. What's your plan?,JON SNOW,WALL,4,9,The Watchers on the Wall
" He was, your grace.",JON SNOW,WALL,4,10,The Children
" He's sworn to treat all wounded men, friend or foe.",JON SNOW,WALL,4,10,The Children
" I know he's the king. My father died for him. My name is Jon Snow, your grace. I'm Ned Stark's son.",JON SNOW,WALL,4,10,The Children
" I was this man's prisoner once. He could've tortured me, he could've killed me, but he spared my life. I think my father would've taken him prisoner, listened to what he had to say.",JON SNOW,WALL,4,10,The Children
" No, it's like you said, we don't have the men.",JON SNOW,WALL,4,10,The Children
" The Halfhand ordered me to join your army and bring back whatever information I could to Castle Black. He made me kill him so you'd trust me. I was loyal, to him and to my Night's Watch vows.",JON SNOW,WALL,4,10,The Children
" Your grace. If my father'd seen the things that I've seen, he'd also tell you to burn the dead before nightfall. All of them.",JON SNOW,WALL,4,10,The Children
Funeral words. I don't know how the Free Folk do it.,JON SNOW,WALL,4,10,The Children
Grenn and Mag.,JON SNOW,WALL,4,10,The Children
Grenn came from a farm.,JON SNOW,WALL,4,10,The Children
He's dead. He killed my friend Grenn.,JON SNOW,WALL,4,10,The Children
I don't have a king.,JON SNOW,WALL,4,10,The Children
I don't know what happens to the prisoners.,JON SNOW,WALL,4,10,The Children
I suppose Stannis does.,JON SNOW,WALL,4,10,The Children
I told Tormund and Orell. We have more than a thousand men.,JON SNOW,WALL,4,10,The Children
I was sent to discuss terms with the king beyond the wall.,JON SNOW,WALL,4,10,The Children
I've been sent to negotiate with you.,JON SNOW,WALL,4,10,The Children
No one's going to torture you.,JON SNOW,WALL,4,10,The Children
No.,JON SNOW,WALL,4,10,The Children
Say farewell.,JON SNOW,WALL,4,10,The Children
She put three arrows in me when I escaped.,JON SNOW,WALL,4,10,The Children
She told you?,JON SNOW,WALL,4,10,The Children
She's dead.,JON SNOW,WALL,4,10,The Children
That's not wine.,JON SNOW,WALL,4,10,The Children
Turn your army around and go home.,JON SNOW,WALL,4,10,The Children
We're gonna burn the bodies of your dead. Do you want to say any words over them?,JON SNOW,WALL,4,10,The Children
Yes.,JON SNOW,WALL,4,10,The Children
Ygritte.,JON SNOW,WALL,4,10,The Children
" And what happens to your people? You preserve your dignity and die standing, and they’ll sing songs about you. “You’d rather burn than kneel. The great hero.” Until winter comes, and the white walkers come for us all, and there’s no one left to sing.",JON SNOW,WALL,5,1,The Wars to Come
" Good, good, pivot! Don’t forget to pivot! Shield up!",JON SNOW,WALL,5,1,The Wars to Come
" I want a great many things, your grace. But I’m a sworn brother of the Night’s Watch now.",JON SNOW,WALL,5,1,The Wars to Come
" If it wasn’t heavy it wouldn’t stop a sword, now get it up.",JON SNOW,WALL,5,1,The Wars to Come
" You spent your life convincing 90 clans to come together for the first time in history. Thenns and Hornfoots, the ice-river clans, even the giants. A life’s work uniting them. You didn’t do it for power. You didn’t do it for glory. You brought them together to save them because none of them will survive the winter, not if they’re north of the wall. Isn’t their survival more important than your pride?",JON SNOW,WALL,5,1,The Wars to Come
" You’re not cold, my lady?",JON SNOW,WALL,5,1,The Wars to Come
" Your grace, you want the wildlings to march in your army?",JON SNOW,WALL,5,1,The Wars to Come
And how many tens of thousands are out there right now? How many women? How many children? And you won’t go out and rescue them because why? You’re afraid of looking afraid.,JON SNOW,WALL,5,1,The Wars to Come
Come. Try it again. Drive at me. Keep your shield up. Or I’ll ring your head like a bell.,JON SNOW,WALL,5,1,The Wars to Come
Get your shield up.,JON SNOW,WALL,5,1,The Wars to Come
Here we are.,JON SNOW,WALL,5,1,The Wars to Come
How much time do I have?,JON SNOW,WALL,5,1,The Wars to Come
I don’t think that’s likely.,JON SNOW,WALL,5,1,The Wars to Come
I respect him.,JON SNOW,WALL,5,1,The Wars to Come
I think you’re making a terrible mistake.,JON SNOW,WALL,5,1,The Wars to Come
It’s where she belonged.,JON SNOW,WALL,5,1,The Wars to Come
No.,JON SNOW,WALL,5,1,The Wars to Come
Roose Bolton.,JON SNOW,WALL,5,1,The Wars to Come
Shouldn’t a king be bold?,JON SNOW,WALL,5,1,The Wars to Come
The men of the Night’s Watch are sworn to play no part--,JON SNOW,WALL,5,1,The Wars to Come
Then bend the knee and save your people.,JON SNOW,WALL,5,1,The Wars to Come
They were born on the wrong side of the wall. That doesn’t make them monsters.,JON SNOW,WALL,5,1,The Wars to Come
They’ll burn you alive.,JON SNOW,WALL,5,1,The Wars to Come
They’re good men.,JON SNOW,WALL,5,1,The Wars to Come
This doesn’t have to be our last meeting.,JON SNOW,WALL,5,1,The Wars to Come
You know what Stannis wants?,JON SNOW,WALL,5,1,The Wars to Come
You told me you weren’t here to conquer. You told me your people have bled enough.,JON SNOW,WALL,5,1,The Wars to Come
Your grace…,JON SNOW,WALL,5,1,The Wars to Come
" ""Bear Island knows no king but the King in the North, whose name is Stark."" (Jon smiles)",JON SNOW,WALL,5,2,The House of Black and White
" I apologize, Your Grace. Northerners can be a bit like the free folk. Loyal to their own.",JON SNOW,WALL,5,2,The House of Black and White
" I can't. Even if I wanted to, I'm a bastard. A Snow.",JON SNOW,WALL,5,2,The House of Black and White
" I don't doubt it, Your Grace. But I'm a brother of the Night's Watch. I've pledged them my life, my honor, my sword. I don't know what I have left to give you.",JON SNOW,WALL,5,2,The House of Black and White
" I swore a vow to the Night's Watch. If I don't take my own word seriously, what sort of Lord of Winterfell would I be?",JON SNOW,WALL,5,2,The House of Black and White
" It's the first thing I ever remember wanting. I'd daydream that my father would ask the king, and just like that I would never be the bastard of Winterfell again.",JON SNOW,WALL,5,2,The House of Black and White
" Unpleasant, I expect.",JON SNOW,WALL,5,2,The House of Black and White
" With respect, Your Grace, the free folk will never follow you, no matter what you do. You're the man who burned their king alive.",JON SNOW,WALL,5,2,The House of Black and White
I'm going to refuse him.,JON SNOW,WALL,5,2,The House of Black and White
Most likely.,JON SNOW,WALL,5,2,The House of Black and White
No. Only one of their own.,JON SNOW,WALL,5,2,The House of Black and White
The Lord Commander's niece.,JON SNOW,WALL,5,2,The House of Black and White
" I wish I could fight beside you. Believe me, I do. But I swore a sacred vow at the Godswood. I pledged my life to the Night's Watch.",JON SNOW,WALL,5,3,High Sparrow
" If you have any last words, my Lord, now is the time.",JON SNOW,WALL,5,3,High Sparrow
" May I ask, Your Grace, how long you plan to stay at Castle Black?",JON SNOW,WALL,5,3,High Sparrow
" Most of the brothers, yes. There's little love for the free folk here. (Olly stares at him).",JON SNOW,WALL,5,3,High Sparrow
" Olly is my steward now, as I was Lord Commander Mormont's. I want him to attend my meetings, to learn from men with experience. One day, he might command.",JON SNOW,WALL,5,3,High Sparrow
" Olly, bring me my sword.",JON SNOW,WALL,5,3,High Sparrow
" Ser Alliser. (Silence). You have more experience than any other soldier at Castle Black. You proved your valour many times over, while defending the Wall from the wildling attack. I name you First Ranger.",JON SNOW,WALL,5,3,High Sparrow
" Take good care of him. (To the group). Brothers. As you all know too well, it's long past time to dig a new latrine pit. (Laughter. Jon looks at Alliser). First Builder Yarwyck and I have decided to appoint a latrine captain to oversee this crucial task. (Laughter. After a moment, he continues). Brian. Seems like a good job for a ginger.",JON SNOW,WALL,5,3,High Sparrow
